library,title,year,imdb_id,imdb_rating,imdb_votes,rt_score,plex_rating,file,decision,reason,misidentified_hint
Películas,La milla verde,1999,,,,,7.9,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/La milla verde (1999).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La mitad oscura,1993,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Sicopatas/La mitad oscura (1993).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La naranja mecánica,1971,,,,,8.6,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/La Naranja Mecanica (1971).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La niebla,2007,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Paranormal/La niebla (2007).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La pasión de Cristo,2004,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/La pasion de Cristo (2004).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La piel que habito,2011,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/La Piel que Habito (2011).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La red social,2010,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/La red social (2010).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La resurección de cristo,2016,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Risen (2016).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La roca,1996,,,,,6.7,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/La roca (1996).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La sustancia,2024,,,,,8.9,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Sicopatas/La sustancia (2024).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La teoría del todo,2014,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/La Teoria Del Todo (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La terminal,2004,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/La terminal (2004).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La tormenta perfecta,2000,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/La tormenta perfecta (2000).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La trampa,2024,,,,,5.7,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/La Trampa (2024).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La vida es bella,1997,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/La vida es bella (1997).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La vida secreta de Walter Mitty,2013,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/La Vida Secreta De Walter Mitty (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La ladrona de libros,2013,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/La Ladrona De Libros (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Largo domingo de noviazgo,2004,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/Largo domingo de noviazgo (2004).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Las sesiones,2012,,,,,9.1,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Las Sesiones (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Lazos ardientes,1996,,,,,8.7,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Lazos ardientes (1996).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Lee mis labios,2001,,,,,9.7,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Lee Mis Labios (2001).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Licencia para matar,1975,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Licencia para matar (1975).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Lincoln,2012,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Lincoln (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Lo imposible,2012,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Lo imposible (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Lo que la verdad esconde,2000,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Paranormal/Lo que la verdad esconde (2000).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Lock & Stock,1998,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Lock & Stock (1998).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Locke,2014,,,,,9.1,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Locke (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Longlegs,2024,,,,,8.6,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Sicopatas/Longlegs (2024).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Looper,2012,,,,,9.3,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Looper (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los abrazos rotos,2009,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Los abrazos rotos (2009).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los archivos del Pentágono,2017,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Los Archivos Del Pentagono (2017).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los chicos de la Nickel,2024,,,,,9.1,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Nickel Boys (2024).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los chicos del maíz,1984,,,,,3.8,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Sicopatas/Los chicos del maíz (1984).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los descendientes,2011,,,,,8.8,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Los Descendientes (2011).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los Fabelman,2022,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Los Fabelman (2022).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los idus de marzo,2011,,,,,8.4,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Los Idus De Marzo (2011).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los intocables de Eliot Ness,1987,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Los Intocables De Elliot Ness (1987).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los miserables,2012,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Los Miserables (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los odiosos ocho,2015,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/11.  Western/Los Odiosos Ocho (2015).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los otros,2001,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Paranormal/Los otros (2001).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los pecadores,2025,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Vampiros/Los Pecadores (2025).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los productores,2005,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Los Productores (2005).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los próximos tres días,2010,,,,,5.0,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Los proximos tres dias (2010).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los puentes de Madison,1995,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/Los puentes de Madison (1995).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los que se quedan,2023,,,,,9.7,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Los Que Se Quedan (2023).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los Rose,2025,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Los Rose (2025).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los superhéroes de Malegaon,2025,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Superboys of Malegaon (2024).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Los Voyeurs,2021,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/The Voyeurs (2021).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Lucy,2014,,,,,6.7,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Lucy (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Lunas de hiel,1992,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Lunas de hiel (1992).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,La luz que imaginamos,2024,,,,,10.0,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/La luz que imaginamos (2024).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Madres paralelas,2021,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Madres paralelas (2021).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Malcolm X,1992,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Malcolm X (1992).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Malditos bastardos,2009,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/Malditos bastardos (2009).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mamá,2013,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Paranormal/Mama (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Manchester frente al mar,2016,,,,,9.6,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Manchester The Sea (2016).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Marea roja,1995,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/Marea roja (1995).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Margin Call,2011,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Margin Call (2011).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Maridos y Mujeres,1992,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Maridos y mujeres (1992).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Marte (The Martian),2015,,,,,9.1,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/The Martian (2015).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Martyrs,2008,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Sicopatas/Martires (2008).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Más allá de la vida,2010,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Mas allá de la vida (2010).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Master and commander: Al otro lado del mundo,2003,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/Master and Commander - Al otro lado del mundo (2003).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Memento,2000,,,,,9.4,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Memento (2000).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Metro Manila,2013,,,,,9.4,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Metro Manila (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Michael Collins,1996,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Michael Collins (1996).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mickey 17,2025,,,,,7.7,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Mickey 17 (2025).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Midnight in Paris,2011,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Midnight in Paris (2011).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mientras duermes,2011,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Sicopatas/Mientras duermes (2011).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Million Dollar Baby,2004,,,,,9.0,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Million Dollar Baby (2004).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Minority Report,2002,,,,,8.9,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Minority Report (2002).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Misery,1990,,,,,9.1,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Sicopatas/Misery (1990).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Moneyball: Rompiendo las reglas,2011,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Moneyball Rompiendo Las Reglas (2011).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Moonlight,2016,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/Moonlight (2016).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Moonrise Kingdom,2012,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Moonrise Kingdom (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Moulin Rouge,2001,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Moulin Rouge (2001).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mr. Burton,2025,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Mr. Burton (2025).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mr. Holmes,2015,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Mr. Holmes (2015).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mucho ruido y pocas nueces,1993,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Mucho ruido y pocas nueces (1993).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mud,2013,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Mud (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mujeres al borde de un ataque de nervios,1988,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Mujeres al borde de un ataque de nervios (1988).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mula,2018,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Mula (2018).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mulholland Drive,2001,,,,,8.4,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Mulholland Drive (2001).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Munich,2005,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Munich (2005).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Mystic River,2003,,,,,8.9,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Mystic River (2003).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Nacido el cuatro de julio,1989,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/Nacido el 4 de julio (1989).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Nada más que la verdad,2008,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Nada mas que la Verdad (2008).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Náufrago,2000,,,,,8.8,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Naufrago (2000).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Nightcrawler,2014,,,,,9.5,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Nightcrawler (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,No conoces a Jack,2010,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/SD/No Conoces A Jack.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,No es país para viejos,2007,,,,,9.3,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/No es pais para viejos (2007).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,No hables con extraños,2024,,,,,8.3,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Sicopatas/No Hables Con Extraños (2024).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,No se aceptan devoluciones,2013,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/No Se Aceptan Devoluciones (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Nomadland,2021,,,,,9.3,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Nomadland (2020).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Notting Hill,1999,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/Notting Hill (1999).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Novocaine,2025,,,,,8.1,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Novocaine (2025).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Nunca me abandones,2010,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/Nunca me abandones (2010).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Oblivion,2013,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Oblivion (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Ocho apellidos vascos,2014,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Ocho Apelllidos Vascos (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Oficial y caballero,1982,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/Oficial y caballero (1982).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,¡Olvídate de mí!,2004,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/Olvídate de mi! (2004).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Open Range,2003,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/11.  Western/Open Range (2003).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Operación Swordfish,2001,,,,,2.6,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Operacion Swordfish (2001).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Operación U.N.C.L.E.,2015,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Operacion U.N.C.L.E. (2015).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Origen,2010,,,,,8.7,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Inception (2010).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Orígenes,2014,,,,,5.2,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Origenes (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,El pasado,2013,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/El pasado (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Passengers,2016,,,,,3.0,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Passengers (2016).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Paycheck,2003,,,,,2.6,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Paycheck (2003).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Pearl Harbor,2001,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/Pearl Harbor (2001).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Pelé: El nacimiento de una leyenda,2016,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Pelé Birth Of A Legend (2016).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Perdida,2014,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Perdida (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Philadelphia,1993,,,,,8.1,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Philadelphia (1993).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Platoon,1986,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/Platoon (1986).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Pobres criaturas,2023,,,,,9.3,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Pobres criaturas (2023).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Poder absoluto,1997,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Poder absoluto (1997).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Poltergeist (Fenómenos extraños),1982,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Paranormal/Poltergeist (1982).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Precious,2009,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Precious (2009).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Predestination,2014,,,,,8.4,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Predestination (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Premonición,2000,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Paranormal/Premonicion (2000).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Pretty Woman,1990,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/Pretty woman (1990).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Pride (Orgullo),2014,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Pride (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Pulp Fiction,1994,,,,,9.2,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Pulp Fiction (1994).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Quadrophenia,1979,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Quadrophenia (1979).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Radio encubierta,2009,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Radio Encubierta (2009).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Re-Animator,1985,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Zombies/Re-Animator (1985).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Red de mentiras,2008,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Red de mentiras (2008).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Reencarnación,2004,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Paranormal/Reencarnación (2004).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Regreso a Salem's Lot,1987,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Vampiros/El misterio de Salem's Lot (1979).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Relatos salvajes,2014,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Relatos Salvajes (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Rent,2005,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Rent (2005).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Réquiem por un sueño,2000,,,,,7.8,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Réquiem por un sueño (2000).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Rescate al amanecer,2006,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/Rescate al amanecer (2006).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Reservoir Dogs,1992,,,,,9.0,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Reservoir Dogs (1992).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Resistencia,2020,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/Resistencia (2020).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Retrato de una mujer en llamas,2019,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/Retrato de una mujer en llamas (2019).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Richard Jewell,2019,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Richard Jewell (2019).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,RoboCop,2014,,,,,5.0,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Robocop (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Rock of Ages. La era del rock,2012,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Rock of Ages (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,RocknRolla,2008,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/RocknRolla (2008).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Rompenieves,2013,,,,,9.4,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Rompenieves (Snowpiercer) (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Ruby Sparks,2012,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/Ruby Sparks (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Rush,2013,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Rush (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Ruta suicida,1977,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Ruta suicida. (1977).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Salt,2010,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Salt (2010).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Salvaje,2020,,,,,4.9,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Sicopatas/Salvaje (2020).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
