library,title,year,imdb_id,imdb_rating,imdb_votes,rt_score,plex_rating,file,decision,reason,misidentified_hint
Cine Clasico,2001: una odisea del espacio,1968,,,,,9.0,/mnt/ADULTOS_VOL_00/01.Clasico/05.Ficcion/2001 Una odisea del espacio (1968).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Anatomía de un asesinato,1959,,,,,10.0,/mnt/ADULTOS_VOL_00/01.Clasico/09.Thriller/Anatomia de un Asesinato (1959).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,El apartamento,1960,,,,,9.3,/mnt/ADULTOS_VOL_00/01.Clasico/03.Comedia/El Apartamento (1960).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Ben-Hur,1959,,,,,8.7,/mnt/ADULTOS_VOL_00/01.Clasico/02. Drama/Ben-Hur (1959).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Cantando bajo la lluvia,1952,,,,,10.0,/mnt/ADULTOS_VOL_00/01.Clasico/07. Musical/Cantando Bajo La Lluvia (1952).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Casablanca,1942,,,,,9.9,/mnt/ADULTOS_VOL_00/01.Clasico/08. Romantica/Casablanca (1942).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Ciudadano Kane,1941,,,,,9.9,/mnt/ADULTOS_VOL_00/01.Clasico/09.Thriller/Ciudadano Kane (1941).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Con faldas y a lo loco,1959,,,,,9.5,/mnt/ADULTOS_VOL_00/01.Clasico/03.Comedia/Con Faldas Y A Lo Loco (1959).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Con la muerte en los talones,1959,,,,,9.7,/mnt/ADULTOS_VOL_00/01.Clasico/01.Accion/Con la muerte en los talones (1959).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,El golpe,1973,,,,,9.3,/mnt/ADULTOS_VOL_00/01.Clasico/09.Thriller/El Golpe (1973).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,El puente sobre el río Kwai,1957,,,,,9.6,/mnt/ADULTOS_VOL_00/01.Clasico/10. Belica/El puente sobre el rio Kwai (1957).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Encadenados,1948,,,,,7.7,/mnt/ADULTOS_VOL_00/01.Clasico/09.Thriller/Encadenados (1946).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Falso culpable,1956,,,,,7.1,/mnt/ADULTOS_VOL_00/01.Clasico/09.Thriller/Falso culpable (1956).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,El halcón maltés,1941,,,,,9.9,/mnt/ADULTOS_VOL_00/01.Clasico/09.Thriller/El halcón maltés (1941).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,La gran evasión,1963,,,,,9.4,/mnt/ADULTOS_VOL_00/01.Clasico/10. Belica/La Gran Evasion (1963).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,La ventana indiscreta,1955,,,,,8.3,/mnt/ADULTOS_VOL_00/01.Clasico/09.Thriller/La ventana indiscreta (1954).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Lo que el viento se llevó,1939,,,,,9.0,/mnt/ADULTOS_VOL_00/01.Clasico/08. Romantica/Lo que el viento se llevó (1939).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Los pájaros,1963,,,,,9.4,/mnt/ADULTOS_VOL_00/01.Clasico/04.Terror/Los pájaros (1963).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Luz que agoniza,1944,,,,,8.9,/mnt/ADULTOS_VOL_00/01.Clasico/02. Drama/Luz que agoniza (1944).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,La noche de los muertos vivientes,1968,,,,,9.5,/mnt/ADULTOS_VOL_00/01.Clasico/04.Terror/La noche de los muertos vivientes (1968).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Pánico en la escena,1950,,,,,6.8,/mnt/ADULTOS_VOL_00/01.Clasico/09.Thriller/Pánico en la escena (1950).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Psicosis,1988,,,,,8.4,/mnt/ADULTOS_VOL_00/01.Clasico/04.Terror/Psicosis (1960).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Rebeca,1982,,,,,7.9,/mnt/ADULTOS_VOL_00/01.Clasico/08. Romantica/Rebeca (1940).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Rebelde sin causa,1955,,,,,9.1,/mnt/ADULTOS_VOL_00/01.Clasico/02. Drama/Rebelde sin causa (1955).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Sonrisas y lágrimas,1965,,,,,8.3,/mnt/ADULTOS_VOL_00/01.Clasico/07. Musical/Sonrisas y lagrimas (1965).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Sospecha,1943,,,,,7.1,/mnt/ADULTOS_VOL_00/01.Clasico/08. Romantica/Sospecha (1941).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Testigo de cargo,1957,,,,,10.0,/mnt/ADULTOS_VOL_00/01.Clasico/09.Thriller/Testigo de Cargo (1957).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,Vértigo,1958,,,,,8.2,/mnt/ADULTOS_VOL_00/01.Clasico/09.Thriller/Vértigo (1958).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cine Clasico,West Side Story (Amor sin barreras),1961,,,,,9.2,/mnt/ADULTOS_VOL_00/01.Clasico/07. Musical/West Side.Story (1961).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Aardman Classics,2000,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Aardman/Aardman Classics 1.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Aardman Classics,2000,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Aardman/Aardman Classics 2.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Abducido,2006,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/Abducido.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Al Dente,1998,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Al Dente.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Alma,2009,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Alma.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Arthur Christmas: Patrulla de aterrizaje,2009,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Disney/Patrulla De Aterrizaje (2009).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Campanilla : Los Juegos de la Hondonada de las Hadas,2011,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Otros/Tinker Bell And The Pixie Hollow Games.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Cars : Mate y la luz fantasma,2006,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/Mate Y La Luz Fantasma.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Como entrenar a tu dragon: El regalo de Furia Nocturna,2011,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Dreamworks/Dragones El Regalo Del Furia Nocturna (2011).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Cómo entrenar a tu dragón: La leyenda del Robahuesos,2010,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Dreamworks/Como Entrenar A Tu Dragon La Leyenda Del Robahuesos (2010).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Control Bear: Wonder Garden,2013,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Wonder Garden.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Del Reves : ¿La primera cita de Riley?,2015,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Pixar/La Primera Cita De Riley (2015).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Enredados : Enredados para siempre,2012,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Otros/Enredados Para Siempre.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Fábulas Disney - Vol.1,2005,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Fabulas de Disney/Fabulas Disney Vol 1 (2005).avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Fábulas Disney - Vol.2,2003,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Fabulas de Disney/Fabulas Disney Vol 2 (2003).avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Fábulas Disney - Vol.3,2003,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Fabulas de Disney/Fabulas Disney Vol 3 (2003).avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Fábulas Disney - Vol.4,2003,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Fabulas de Disney/Fabulas Disney Vol 4 (2003).avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Fábulas Disney - Vol.5,2004,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Fabulas de Disney/Fabulas Disney Vol 5 (2004).avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Fábulas Disney - Vol.6,2004,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Fabulas de Disney/Fabulas Disney Vol 6 (2004).avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Friendsheep,2010,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Friendsheep.mp4,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Frozen : Frozen Fever,2015,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Disney/Frozen Fever (2015).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,El gato con botas: Los tres diablos,2012,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Dreamworks/El Gato Con Botas Los Tres Diablos (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Gopher Broke,2004,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Gopher Broke.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,El Grúfalo,2009,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/The Gruffalo.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Historias de una calle,1962,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Historias De Una Calle.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,El hombre orquesta,2005,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/El Hombre Orquesta.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Home : Destino Home,2014,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Destino Home.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Ice Age : Bellotas,2002,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Ice Age Bonus Scrat New Adventure.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Ice Age : The Scrat Pack,2009,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Scrat Popcorn.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Ice Age: Navidades heladas,2011,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Dreamworks/Ice Age Una Navidad Tamano Mamut (2011).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Kung Fu Panda: Las vacaciones,2010,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Kung Fu Panda Holiday Special.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Kung Fu Panda: Los secretos de los cinco furiosos,2008,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Kung Fu Panda El Secreto De Los Cinco Furiosos.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Locamente enamorado,2012,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Head Over Heels.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Los Increibles : Jack-Jack ataca,2005,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/Jack Jack Ataca.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Los Pitufos: Cuento de Navidad,2011,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/The Smurfs A Christmas Carol.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Los Simpson: Maggie Simpson En El Día Más Largo De Maggie,2012,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Maggie Simpson Un Largo Dia De Guarderia.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,The Lost Thing,2010,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/The Lost Thing.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Madagascar : All Hail King Julien: Happy Birthday to You!,2017,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Dreamworks/Los pinguinos de Madagascar Feliz dia del rey Julien (2005).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Madagascar: los pingüinos en travesura navideña,2005,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Los Pinguinos De Madagascar En Travesura Navidena.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Mickey : La navidad mágica de Mickey,2001,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Disney/La navidad magica de Mickey (2001).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Mickey : El Príncipe y el Mendigo,1990,,,,,7.6,/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Fabulas de Disney/El Principe Y El Mendigo (1990).avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Minions: Cachorro,2013,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Dreamworks/Minions En Busca De Una Mascota (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Minions: Pánico en la sala de envíos,2013,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Dreamworks/Panico En La Sala De Envios (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Minions: Redecorando la casa,2010,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Dreamworks/Redecorando La Casa (2010).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Monsters vs Aliens: Las calabazas mutantes del espacio exterior,2009,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Mosters & Aliens Halloween.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,La nostalgia del Sr. Alambre,2009,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/La Nostalgia Del Sr Alambre.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Octópodo,2007,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Oktapodi.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Órbitas,2013,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Orbitas.mp4,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Paperman,2012,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Disney/Paperman (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Parcialmente nublado,2009,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/Up Corto Parcialmente Nublado.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,La pequeña cerillera,2006,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Otros/La Pequena Cerillera.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Presto,2008,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/Presto.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Primer otoño,2013,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Primer Otono.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Shrek: El fantasma de Lord Farquaad,2003,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Shrek 2d.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Shrek: Shreketefeliz Navidad,2007,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Shreketefeliz Navidad.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Strings (Cuerdas),2004,,,,,8.0,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Cuerdas.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Tadeo Jones : ...  y el sótano maldito,2007,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Tadeo Jones Y El Sótano Maldito.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Tadeo Jones: La mano de Nefertiti,2012,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Tadeo Jones La Mano De Nefertiti.mp4,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Toy Story : El sueño de Red,1987,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/El Sueno De Red.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Toy Story Toons: Fiestasaurio Rex,2012,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/Toy Story Toons Partysaurus Rex.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Toy Story Toons: Pequeño gran Buzz,2011,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/Toy Story Toons Pequeno Gran Buzz.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Toy Story Toons: Vacaciones en Hawái,2011,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/Toy Story Toons Vacaciones En Hawai.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Toy Story: ¡Terror!,2013,,,,,9.4,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/Toy Story Of Terror.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Toy Story: El tiempo perdido,2014,,,,,9.2,"/mnt/Infantil_01/04.Cortos de animacion/HD/Pixar/Toy Story El Tiempo Perdido (2014),.mkv",UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Up : La misión especial de Dug,2009,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/La Mision Especial De Doug.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,El vendedor de humo,2012,,,,,,/mnt/Infantil_01/04.Cortos de animacion/HD/Otros/El Vendedor De Humo.mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Vincent,1982,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Vincent.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Cortos animación,Wall E : BURN-E,2008,,,,,,/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/Burn E.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Documentales,Bowling for Columbine,2002,,,,,9.5,/mnt/ADULTOS_VOL_00/03.Documentales/Bowling for Columbine.(2002).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Documentales,Fahrenheit 9/11,2004,,,,,8.2,/mnt/ADULTOS_VOL_00/03.Documentales/Fahrenheit 9-11 (2004).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Documentales,GasLand,2010,,,,,9.7,/mnt/ADULTOS_VOL_00/03.Documentales/SD/Gasland.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Documentales,Messi,2014,,,,,,/mnt/ADULTOS_VOL_00/03.Documentales/Messi (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Documentales,Océanos,2008,,,,,8.1,/mnt/ADULTOS_VOL_00/03.Documentales/SD/Oceanos.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Documentales,Proyecto Nim,2011,,,,,9.7,/mnt/ADULTOS_VOL_00/03.Documentales/SD/Proyecto Nim.avi,UNKNOWN,no_ratings_and_few_votes,no_external_data
Documentales,¿Qué invadimos ahora?,2015,,,,,7.9,/mnt/ADULTOS_VOL_00/03.Documentales/Qué Invadimos Ahora (2015).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Documentales,Sicko,2007,,,,,9.1,/mnt/ADULTOS_VOL_00/03.Documentales/Sicko (2007).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,7 Cajas,2012,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/7 Cajas (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,10.000 Km,2014,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/10.000 Km (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,12 años de esclavitud,2013,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/12 Anos De Esclavitud (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,12 monos,1995,,,,,8.8,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/12 Monos (1995).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,30 días de oscuridad,2007,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Vampiros/30 días de oscuridad (2007).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,El 47,2024,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/El 47 (2024).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,´71,2014,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/71 (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,127 horas,2010,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/127 horas (2010).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,(500) días juntos,2009,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/500 Dias Juntos (2009).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,1917,2019,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/1917 (2019).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,A propósito de Llewyn Davis,2013,,,,,9.2,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/A Proposito De Llewyn Davis (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Abierto hasta el amanecer,1996,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Vampiros/Abierto hasta el amanecer (1996).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Abre los ojos,1997,,,,,8.7,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Abre los ojos (1997).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,"Adiós pequeña, adiós",2007,,,,,9.4,"/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Adios pequeña, adios (2007).mkv",UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Agárralo como puedas,2025,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Agárralo como puedas (2025).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Agárrame esos fantasmas,1996,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Paranormal/Agarrame Esos Fantasmas (1996).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Ahora me ves,2013,,,,,5.1,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Ahora Me Ves (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Al encuentro de Mr. Banks,2013,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Al Encuentro De Mr Banks (2013).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Al filo del mañana,2014,,,,,9.1,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Al Filo Del Mañana (2014).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Alabama Monroe,2012,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Alabama Monroe (2012).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Alguien voló sobre el nido del cuco,1975,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Alguien voló sobre el nido del cuco (1975).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Alí,2001,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/06. Hechos reales/Ali (2001).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Amal,2023,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Amal (2023).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Amanecer de los muertos,2004,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Zombies/Amanecer de los muertos (2004).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Amelie,2001,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/Amelie (2001).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,American Beauty,1999,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/American beauty (1999).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,American Gangster,2007,,,,,8.1,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/American Gangster (2007).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,American History X,1998,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/American History X (1998).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Amistad,1997,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Amistad (1997).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Amor a quemarropa,1993,,,,,9.3,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Amor a quemarropa (1993).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
Películas,Amor y otras drogas,2010,,,,,,/mnt/ADULTOS_VOL_00/00.Movies/08. Romantica/Amor y otras drogas (2010).mkv,UNKNOWN,no_ratings_and_few_votes,no_external_data
